Var1_1	Var1_2	Var1_3
186.303247700905	134.157184246477	1
200.00578606206	92.8785599171532	1.28150142602684
138.681951840993	133.19982168982	4
156.790027224945	99.1560916523456	4
222	162.515691832624	4
100.621033773447	146.20994373911	9
143.397880213728	125	9
199.392432813902	45.0000538509229	10
252.261678216968	153.47859427453	11
85.1387185858179	131	12.6926970279571
142.902171305008	126.064127662408	12
128.244727526834	131.312088382418	13.421450447357
112.108244125339	89.3019505641966	15.8749738909562
136.162742779014	115.698690947026	15.2738905870445
85.8205409059942	152.014919853151	16.6657784545834
123.902168250971	128.323213386977	16
176.975573850421	143.144593495079	16.6794236152687
309	2.84804602473106	16.3887529953022
152.349511114291	132.008123325267	17
152.086909195149	172	17.8460170474822
123.381200323758	93.6331899213585	18
127.685156444753	140	18.5573923046354
155.870439163214	126.250850767646	18.1644376279534
201.339811783784	109.869413223775	18.2659806990743
136.274496313822	116.447055219148	19
138.126425069629	103.957195884719	19.7394258780275
145.288391911132	120.312985376466	19.8790488809006
162.341106635406	101.117653439825	19
161.139327711859	153.535334310672	19.2808692552337
163.212082440141	137.69001741136	19.5901633038488
166.344690132174	110.289694538924	19
167.585011984275	95.245436740809	19
212.527580170061	93.663511013007	19.3135878776992
235.391525944109	123.683813034287	19.1239761457993
316.123868620602	7.17528650741823	19
123	124.186941519714	21.0060961871702
126	169.494100786841	20
132.867050784039	131.860399777446	20
137.83546420242	114.129175431585	20.8577792856094
144.487727304321	113.656876616229	20.3123741412468
161	163.412405138508	20.4609106278701
168.286189371682	106.119395950373	20
174.790388140146	114.496373071896	21.2596221761494
179.565356415905	81.7125791707739	20
182.354426014534	92.1711735498944	20.3021518726838
208.189500197262	92.7074514037958	20.2902797770444
265.980601541763	26.8257089447744	20
152.065716170077	106.551564000572	21.7997878465528
184.86691680666	105.205235025266	21
90.0412039005065	77.2494204864711	22
142.346565489627	103.718773062045	22.3753450556423
157.826364604413	171.94164150691	22
177.004883301349	165.900587139833	22.1368230752187
201.175705113299	120.664118274544	23.0290361046443
217.988690242573	141.291243985918	22.6603897548805
126.13476667515	126.320662204025	24.1580324327392
141.435139804459	145.343572875131	23.6169922747731
146.712265412759	109.021695898542	23.9652645060142
161.274823409928	157.749410045289	23
162.654181797316	119.223139943536	24.3330224274027
182.001650796994	184.551550783855	23
184.560156068683	165.698728478964	23.4518888013814
185.143481055348	157.998807746731	23
188.455765146585	161.728815248952	23.2643137084101
204.677567998564	145.768375891356	23
219.971792455157	103.397979659656	23.8815368853948
119.41192994177	167.814363563744	25.7053302979474
128.123748288728	144.271346736564	24.4191804107256
136.531589298028	148.063521900288	24.1848897139991
139.558633053891	116.222307676426	24.7533773043255
142.70476058542	128.093774423975	24.6028105008944
142.197106054837	115.957380905111	24.1344122309822
148.867701819983	75.1133110003982	24
149.928948475756	147.322016916618	24.5451818856203
156.182944427448	139.295041731315	24
207.848973958567	118.192186797987	24.5080219456216
